isced11,iscedf13,sex,geo,time,value
Master's or equivalent level,"Business, administration and law",Females,Albania,2021,2797
Master's or equivalent level,"Business, administration and law",Females,Albania,2022,2688
Master's or equivalent level,"Business, administration and law",Females,Albania,2023,2579
Master's or equivalent level,"Business, administration and law",Females,Serbia,2014,4201
Master's or equivalent level,"Business, administration and law",Females,Serbia,2015,3909
Master's or equivalent level,"Business, administration and law",Females,Serbia,2016,1329
Master's or equivalent level,"Business, administration and law",Females,Serbia,2017,1316
Master's or equivalent level,"Business, administration and law",Females,Serbia,2018,1155
Master's or equivalent level,"Business, administration and law",Females,Serbia,2019,1174
Master's or equivalent level,"Business, administration and law",Females,Serbia,2020,1338
Master's or equivalent level,"Business, administration and law",Females,Serbia,2021,1175
Master's or equivalent level,"Business, administration and law",Females,Serbia,2022,1250
Master's or equivalent level,"Business, administration and law",Females,Serbia,2023,1155
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2014,8131
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2015,8060
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2016,7313
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2017,7580
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2018,10349
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2019,10506
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2020,8957
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2021,10632
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2022,12037
Master's or equivalent level,"Business, administration and law",Females,Türkiye,2023,14412
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2013,1875
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2014,2095
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2015,2069
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2016,2252
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2017,2035
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2018,2011
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2019,2041
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2020,2296
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2021,2442
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2022,2357
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Belgium,2023,2601
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2013,893
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2014,855
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2015,881
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2016,790
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2017,609
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2018,563
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2019,550
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2020,440
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2021,519
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2022,450
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Bulgaria,2023,456
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2013,2099
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2014,1911
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2015,1716
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2016,1749
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2017,1624
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2018,1650
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2019,1491
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2020,1501
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2021,1455
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2022,1630
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Czechia,2023,1884
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2013,1078
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2014,977
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2015,1442
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2016,2148
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2017,2023
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2018,2149
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2019,2176
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2020,2003
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2021,2566
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2022,2406
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Denmark,2023,2513
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Germany,2013,24025
Master's or equivalent level,"Natural sciences, mathematics and statistics",Total,Germany,2014,24414
