iscedf13,isced11,sex,geo,time,value
Information and communication technologies,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2020,3872
Information and communication technologies,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2021,4034
Information and communication technologies,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2022,3851
Information and communication technologies,Bachelor's or equivalent level,Males,Bosnia and Herzegovina,2023,4537
Information and communication technologies,Bachelor's or equivalent level,Males,Montenegro,2021,1141
Information and communication technologies,Bachelor's or equivalent level,Males,Montenegro,2023,1073
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2014,3768
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2015,3537
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2016,3824
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2017,3916
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2018,4181
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2019,4440
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2020,4607
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2021,4548
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2022,4994
Information and communication technologies,Bachelor's or equivalent level,Males,North Macedonia,2023,5330
Information and communication technologies,Bachelor's or equivalent level,Males,Georgia,2023,8472
Information and communication technologies,Bachelor's or equivalent level,Males,Albania,2021,4054
Information and communication technologies,Bachelor's or equivalent level,Males,Albania,2022,4237
Information and communication technologies,Bachelor's or equivalent level,Males,Albania,2023,4617
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2014,10459
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2015,9247
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2016,12782
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2017,13769
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2018,13919
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2019,14394
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2020,14229
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2021,14093
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2022,14772
Information and communication technologies,Bachelor's or equivalent level,Males,Serbia,2023,15483
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2014,5838
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2015,6601
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2016,9503
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2017,5112
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2018,5834
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2019,6666
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2020,45123
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2021,60860
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2022,69911
Information and communication technologies,Bachelor's or equivalent level,Males,Türkiye,2023,79088
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2014,1561
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2015,829
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2016,694
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2017,1246
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2018,1411
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2019,1569
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2020,1751
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2021,2017
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2022,2318
Information and communication technologies,Bachelor's or equivalent level,Females,Belgium,2023,2764
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2014,2473
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2015,2397
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2016,2385
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2017,2532
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2018,2584
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2019,2763
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2020,2889
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2021,2850
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2022,2847
Information and communication technologies,Bachelor's or equivalent level,Females,Bulgaria,2023,2926
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2014,2775
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2015,2016
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2016,1938
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2017,2209
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2018,2194
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2019,2157
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2020,2263
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2021,2642
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2022,2832
Information and communication technologies,Bachelor's or equivalent level,Females,Czechia,2023,3082
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2014,1634
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2015,866
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2016,916
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2017,966
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2018,1027
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2019,1182
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2020,1273
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2021,1455
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2022,1511
Information and communication technologies,Bachelor's or equivalent level,Females,Denmark,2023,1506
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2014,25232
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2015,28098
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2016,30735
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2017,33525
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2018,35350
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2019,36818
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2020,38720
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2021,39802
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2022,39267
Information and communication technologies,Bachelor's or equivalent level,Females,Germany,2023,40308
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2014,811
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2015,773
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2016,742
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2017,764
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2018,707
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2019,732
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2020,728
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2021,726
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2022,665
Information and communication technologies,Bachelor's or equivalent level,Females,Estonia,2023,765
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2014,1688
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2015,1801
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2016,2039
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2017,2192
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2018,2145
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2019,2159
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2020,1906
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2021,1921
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2022,1945
Information and communication technologies,Bachelor's or equivalent level,Females,Ireland,2023,2205
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2014,8854
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2015,6642
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2016,6856
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2017,6883
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2018,7043
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2019,6852
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2020,6371
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2021,7273
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2022,8028
Information and communication technologies,Bachelor's or equivalent level,Females,Greece,2023,7778
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2014,6004
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2015,5528
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2016,5314
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2017,5400
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2018,5640
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2019,6448
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2020,7008
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2021,7866
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2022,8573
Information and communication technologies,Bachelor's or equivalent level,Females,Spain,2023,10002
Information and communication technologies,Bachelor's or equivalent level,Females,France,2014,2935
Information and communication technologies,Bachelor's or equivalent level,Females,France,2015,2797
Information and communication technologies,Bachelor's or equivalent level,Females,France,2016,3435
Information and communication technologies,Bachelor's or equivalent level,Females,France,2017,3239
Information and communication technologies,Bachelor's or equivalent level,Females,France,2018,3969
Information and communication technologies,Bachelor's or equivalent level,Females,France,2019,4672
Information and communication technologies,Bachelor's or equivalent level,Females,France,2020,5247
Information and communication technologies,Bachelor's or equivalent level,Females,France,2021,4808
Information and communication technologies,Bachelor's or equivalent level,Females,France,2022,5837
Information and communication technologies,Bachelor's or equivalent level,Females,France,2023,6956
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2014,337
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2015,1273
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2016,1294
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2017,1257
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2018,1250
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2019,1439
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2020,1443
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2021,1425
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2022,1465
Information and communication technologies,Bachelor's or equivalent level,Females,Croatia,2023,1492
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2014,2734
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2015,12748
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2016,2831
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2017,3132
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2018,3334
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2019,3666
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2020,3902
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2021,4102
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2022,4417
Information and communication technologies,Bachelor's or equivalent level,Females,Italy,2023,4914
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2014,257
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2015,242
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2016,227
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2017,197
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2018,202
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2019,201
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2020,185
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2021,197
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2022,202
Information and communication technologies,Bachelor's or equivalent level,Females,Cyprus,2023,234
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2014,510
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2015,566
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2016,599
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2017,607
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2018,720
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2019,609
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2020,626
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2021,689
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2022,786
Information and communication technologies,Bachelor's or equivalent level,Females,Latvia,2023,901
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2014,300
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2015,372
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2016,462
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2017,607
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2018,724
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2019,769
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2020,772
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2021,773
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2022,806
Information and communication technologies,Bachelor's or equivalent level,Females,Lithuania,2023,1004
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2014,22
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2015,18
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2016,23
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2017,15
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2018,20
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2019,27
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2020,44
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2021,40
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2022,45
Information and communication technologies,Bachelor's or equivalent level,Females,Luxembourg,2023,64
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2014,1596
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2015,1701
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2016,1670
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2017,2293
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2018,2491
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2019,2662
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2020,2880
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2021,2985
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2022,3027
Information and communication technologies,Bachelor's or equivalent level,Females,Hungary,2023,2939
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2014,96
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2015,89
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2016,110
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2017,102
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2018,113
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2019,113
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2020,131
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2021,137
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2022,136
Information and communication technologies,Bachelor's or equivalent level,Females,Malta,2023,133
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2014,1236
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2015,1422
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2016,1672
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2017,2027
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2018,2498
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2019,2980
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2020,3489
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2021,4055
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2022,4323
Information and communication technologies,Bachelor's or equivalent level,Females,Netherlands,2023,5050
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2014,1846
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2015,1892
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2016,2048
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2017,2146
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2018,2154
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2019,2312
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2020,2541
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2021,2762
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2022,2828
Information and communication technologies,Bachelor's or equivalent level,Females,Austria,2023,2967
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2014,8234
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2015,8354
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2016,8896
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2017,9331
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2018,10564
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2019,10800
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2020,8756
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2021,9077
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2022,9442
Information and communication technologies,Bachelor's or equivalent level,Females,Poland,2023,11476
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2014,646
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2015,578
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2016,641
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2017,708
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2018,728
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2019,729
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2020,780
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2021,846
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2022,1010
Information and communication technologies,Bachelor's or equivalent level,Females,Portugal,2023,1181
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2014,4686
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2015,7201
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2016,7237
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2017,8048
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2018,8439
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2019,8896
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2020,9015
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2021,9193
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2022,9401
Information and communication technologies,Bachelor's or equivalent level,Females,Romania,2023,9435
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2014,310
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2015,276
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2016,264
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2017,312
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2018,304
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2019,353
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2020,438
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2021,519
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2022,651
Information and communication technologies,Bachelor's or equivalent level,Females,Slovenia,2023,668
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2014,572
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2015,590
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2016,635
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2017,661
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2018,675
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2019,695
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2020,785
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2021,847
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2022,910
Information and communication technologies,Bachelor's or equivalent level,Females,Slovakia,2023,989
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2014,3153
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2015,3092
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2016,3097
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2017,3132
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2018,3275
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2019,3728
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2020,4211
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2021,4829
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2022,5605
Information and communication technologies,Bachelor's or equivalent level,Females,Finland,2023,6518
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2014,3750
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2015,3856
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2016,3768
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2017,3667
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2018,3716
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2019,3632
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2020,3781
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2021,4179
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2022,3783
Information and communication technologies,Bachelor's or equivalent level,Females,Sweden,2023,3896
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2014,169
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2015,208
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2016,231
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2017,238
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2018,235
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2019,233
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2020,228
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2021,226
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2022,200
Information and communication technologies,Bachelor's or equivalent level,Females,Iceland,2023,171
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2014,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2015,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2016,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2017,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2018,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2019,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2020,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2021,0
Information and communication technologies,Bachelor's or equivalent level,Females,Liechtenstein,2022,0
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2014,1428
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2015,1617
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2016,1628
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2017,1769
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2018,1997
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2019,2375
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2020,2793
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2021,2964
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2022,3016
Information and communication technologies,Bachelor's or equivalent level,Females,Norway,2023,3454
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2014,572
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2015,672
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2016,701
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2017,797
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2018,934
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2019,1059
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2020,1171
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2021,1349
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2022,1555
Information and communication technologies,Bachelor's or equivalent level,Females,Switzerland,2023,1687
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2014,10657
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2015,10949
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2016,11158
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2017,12008
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2018,12887
Information and communication technologies,Bachelor's or equivalent level,Females,United Kingdom,2019,14391
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2018,1275
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2019,1399
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2020,1370
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2021,1516
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2022,1551
Information and communication technologies,Bachelor's or equivalent level,Females,Bosnia and Herzegovina,2023,1978
Information and communication technologies,Bachelor's or equivalent level,Females,Montenegro,2021,361
Information and communication technologies,Bachelor's or equivalent level,Females,Montenegro,2023,392
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2014,1482
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2015,1475
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2016,1676
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2017,1763
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2018,1875
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2019,2127
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2020,2292
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2021,2338
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2022,2488
Information and communication technologies,Bachelor's or equivalent level,Females,North Macedonia,2023,2722
Information and communication technologies,Bachelor's or equivalent level,Females,Georgia,2023,1653
Information and communication technologies,Bachelor's or equivalent level,Females,Albania,2021,2543
Information and communication technologies,Bachelor's or equivalent level,Females,Albania,2022,2263
Information and communication technologies,Bachelor's or equivalent level,Females,Albania,2023,2825
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2014,3364
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2015,2680
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2016,4224
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2017,4809
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2018,5030
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2019,5518
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2020,5600
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2021,5910
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2022,6224
Information and communication technologies,Bachelor's or equivalent level,Females,Serbia,2023,6517
